frame_num,track_id,x,y,color
0,1,1194.8,8.2,A
0,2,1181.5,151.2,A
0,3,1023.9,191.0,A
0,4,1096.8,394.9,A
0,5,1051.8,307.5,A
0,12,1080.9,251.9,B
0,11,1156.4,176.4,B
0,6,1012.0,299.6,A
0,18,1103.4,365.8,B
0,19,1092.8,359.2,B
0,20,1104.7,410.8,B
0,17,1118.0,351.2,B
0,15,1152.4,287.6,B
0,16,1149.7,315.5,B
0,14,1069.3,318.1,B
0,13,1073.7,253.5,B
0,21,1186.8,360.5,C
12,2,1173.6,112.8,A
15,19,1100.7,351.2,B
15,11,1169.6,156.5,B
15,18,1096.8,368.4,B
16,1,1157.7,51.9,A
19,14,1079.6,318.1,B
19,5,1061.0,310.2,A
24,12,1091.5,234.7,B
25,17,1115.3,360.5,B
30,20,1104.7,402.9,B
30,15,1156.4,286.3,B
30,3,1020.0,168.5,A
31,11,1178.9,140.7,B
32,21,1182.9,360.5,C
32,4,1095.5,410.8,A
34,2,1170.9,111.5,A
34,16,1141.8,343.3,B
39,1,1137.2,69.1,A
39,6,1035.9,328.7,A
40,14,1095.7,318.1,B
41,12,1110.0,218.8,B
42,13,1081.1,253.5,B
46,3,1001.4,169.8,A
46,18,1099.4,371.1,B
49,11,1176.2,139.3,B
49,19,1102.1,351.2,B
50,5,1078.2,312.8,A
56,20,1104.7,389.6,B
56,4,1099.4,414.8,A
57,14,1101.6,315.2,B
59,17,1111.3,367.1,B
60,1,1129.9,97.0,A
61,11,1165.6,140.7,B
61,12,1128.1,206.5,B
61,6,1054.4,353.9,A
62,3,988.2,183.0,A
64,5,1091.5,304.9,A
65,1,1125.9,106.2,A
67,1,1120.6,108.9,A
68,19,1103.4,363.1,B
69,18,1102.1,372.4,B
70,17,1110.0,385.6,B
71,1,1118.0,114.2,A
71,21,1180.2,360.5,C
71,13,1076.6,253.5,B
71,15,1152.4,285.0,B
72,16,1139.2,341.9,B
73,1,1118.0,116.8,A
75,7,1027.9,389.6,A
76,11,1151.1,140.7,B
78,14,1104.6,300.5,B
78,1,1112.7,119.5,A
79,5,1102.1,298.2,A
80,1,1108.7,120.8,A
80,6,1059.7,365.8,A
82,3,978.9,198.9,A
83,20,1108.7,387.0,B
85,1,1095.5,130.1,A
86,18,1115.3,376.4,B
87,12,1136.9,208.0,B
87,4,1103.4,417.4,A
88,7,1046.5,396.2,A
89,11,1125.9,156.5,B
91,6,1084.9,363.1,A
91,17,1120.6,389.6,B
92,16,1144.4,341.9,B
93,14,1119.2,290.2,B
93,21,1180.2,352.5,C
93,5,1120.6,286.3,A
94,1,1083.5,135.4,A
97,19,1096.8,379.0,B
98,1,1078.2,138.0,A
99,13,1066.4,253.5,B
99,2,1170.9,130.1,A
101,1,1070.3,142.0,A
101,12,1116.3,213.8,B
102,3,965.7,217.5,A
102,20,1139.2,376.4,B
107,11,1104.7,172.4,B
107,6,1102.1,360.5,A
108,1,1054.4,160.5,A
108,5,1135.2,282.3,A
109,16,1128.6,347.2,B
110,18,1136.5,379.0,B
110,4,1114.0,410.8,A
110,7,1062.3,400.2,A
114,15,1141.8,287.6,B
114,17,1123.3,402.9,B
115,8,1057.0,441.3,A
117,12,1100.2,215.3,B
118,1,1054.4,160.5,A
120,1,1050.4,162.4,A
121,19,1098.1,394.9,B
121,20,1149.7,357.8,B
122,6,1107.4,341.9,A
123,14,1123.7,282.9,B
125,13,1044.3,266.7,B
126,21,1181.5,360.5,C
127,11,1086.2,188.3,B
130,3,951.1,236.0,A
131,17,1123.3,416.1,B
132,5,1128.6,274.4,A
133,9,916.7,326.6,A
136,12,1070.8,218.2,B
136,15,1139.2,291.6,B
137,7,1078.2,402.9,A
138,8,1075.6,442.6,A
141,14,1113.4,282.9,B
143,21,1181.5,365.8,C
144,6,1107.4,336.6,A
145,18,1128.6,379.0,B
146,13,1025.2,302.0,B
146,5,1115.3,277.0,A
146,16,1108.7,351.2,B
147,19,1098.1,409.5,B
148,20,1132.5,341.9,B
151,3,944.5,243.9,A
151,9,922.7,323.3,A
152,4,1112.7,408.1,A
152,11,1082.2,204.2,B
156,17,1114.0,428.0,B
157,12,1047.3,224.1,B
159,13,1007.6,312.3,B
160,8,1083.5,441.3,A
163,16,1090.2,357.8,B
163,10,866.4,436.0,A
163,9,927.3,320.7,A
164,20,1118.0,341.9,B
164,19,1087.5,413.4,B
165,18,1120.6,380.3,B
167,21,1181.5,368.4,C
169,1,1054.4,163.6,A
170,9,924.0,328.6,A
170,5,1099.4,283.7,A
171,15,1115.3,302.2,B
171,11,1080.9,217.5,B
171,14,1084.0,296.1,B
172,17,1103.4,432.0,B
173,9,925.9,332.7,A
173,3,940.5,254.5,A
173,6,1094.1,334.0,A
175,4,1104.7,406.8,A
175,12,1031.1,241.7,B
180,10,873.0,445.2,A
181,9,932.6,335.3,A
181,20,1096.8,339.3,B
182,13,978.2,338.7,B
184,19,1082.2,416.1,B
185,7,1070.3,402.9,A
187,9,937.9,338.0,A
191,5,1086.2,289.0,A
191,12,1019.4,255.0,B
193,9,908.7,349.9,A
193,21,1181.5,373.7,C
194,17,1083.5,434.6,B
195,16,1070.3,364.4,B
198,3,932.6,262.5,A
198,11,1087.5,232.0,B
199,13,963.5,349.0,B
199,18,1115.3,381.7,B
202,10,886.2,449.2,A
205,12,1016.4,260.8,B
208,6,1078.2,336.6,A
208,14,1060.5,310.8,B
208,20,1080.9,339.3,B
209,19,1066.3,416.1,B
210,17,1078.2,429.3,B
210,4,1099.4,405.5,A
211,10,894.2,450.5,A
212,16,1088.8,365.8,B
212,15,1103.4,312.8,B
212,8,1078.2,442.6,A
212,9,911.4,347.2,A
214,7,1065.0,402.9,A
214,5,1075.6,289.0,A
215,1,1012.0,158.9,A
218,21,1181.5,371.1,C
221,13,973.8,326.9,B
225,19,1071.6,413.4,B
225,14,1057.6,312.3,B
227,11,1099.4,232.0,B
232,12,1022.3,265.2,B
232,18,1120.6,379.0,B
232,20,1086.2,339.3,B
234,3,919.3,265.1,A
235,6,1078.2,341.9,A
239,17,1086.2,430.7,B
239,4,1102.1,408.1,A
241,9,914.0,347.2,A
243,5,1078.2,290.3,A
244,15,1110.0,311.5,B
248,21,1181.5,355.2,C
250,2,1125.9,188.3,A
251,20,1088.8,336.6,B
252,16,1103.4,363.1,B
254,13,970.9,324.0,B
258,18,1125.9,377.7,B
260,15,1116.6,312.8,B
261,7,1061.0,400.2,A
262,6,1096.8,339.3,A
262,21,1186.8,323.4,C
265,19,1076.9,413.4,B
267,4,1111.3,402.9,A
268,16,1104.7,363.1,B
273,5,1069.0,296.9,A
275,18,1128.6,381.7,B
275,2,1123.3,214.8,A
278,6,1118.0,338.0,A
280,8,1067.6,445.2,A
281,4,1143.1,392.3,A
283,17,1103.4,432.0,B
284,12,1014.9,268.2,B
286,7,1045.1,394.9,A
287,5,1034.5,312.8,A
289,11,1102.1,233.3,B
294,4,1173.6,389.6,A
295,6,1131.2,339.3,A
298,2,1091.5,230.7,A
300,14,1053.1,315.2,B
301,21,1189.5,312.8,C
302,2,1086.2,243.9,A
303,5,1004.1,323.4,A
303,16,1100.7,351.2,B
303,17,1110.0,429.3,B
309,6,1137.8,331.3,A
311,4,1186.8,394.9,A
