frame_num,track_id,x,y,color
0,1,1099.4,458.7,A
0,2,1013.9,298.7,A
0,3,1088.4,342.7,A
0,4,1089.1,341.3,A
0,5,1011.2,338.6,A
0,6,1145.8,351.8,A
0,7,1145.8,315.8,A
0,8,1169,423.3,A
0,9,1177.4,398.9,A
0,10,1197,350,A
0,11,1083.3,343.1,B
0,12,1085.4,342.9,B
0,13,1189.8,347.8,B
0,14,984.6,361.2,B
0,15,1099.4,340.2,B
0,16,999.2,310.9,B
0,17,1211.8,695.7,B
0,18,1165,415.9,B
0,21,1197.3,352,C
12,17,1211.8,695.7,B
37,3,1102.4,343.2,A
37,4,1103.1,333,A
37,11,1095.4,336.5,B
37,12,1098.6,334.9,B
41,9,1176.6,399.2,A
43,17,1200,700,B
45,8,1170.2,425.1,A
45,18,1166.3,422.3,B
46,1,1095.7,461.3,A
52,5,1122.8,342.1,A
52,15,1120.2,340.2,B
61,6,1155.6,350.4,A
68,2,1018.8,291.4,A
69,3,1106.9,327.5,A
69,4,1108.1,328.4,A
69,11,1101.8,326.4,B
69,12,1105.6,325.6,B
70,7,1146,315.5,A
74,1,1096,460,A
75,8,1166.6,422.8,A
75,14,1067.2,386.6,B
75,18,1164.2,420.3,B
78,10,1186.1,363.4,A
78,13,1180.8,362.9,B
78,21,1186.5,364.2,C
80,16,1000,311,B
82,5,1144.2,347.5,A
82,15,1143.8,340.6,B
83,9,1184.9,376.9,A
96,12,1114.3,293.8,B
97,3,1127.5,308.5,A
97,4,1129.1,310.1,A
99,8,1158.1,420.8,A
99,18,1153.1,417.2,B
102,17,1209.2,695.7,B
107,11,1148.3,252.3,B
111,6,1172.7,354.9,A
114,7,1158.6,258.3,A
122,5,1155.6,338,A
124,2,1033.4,237.6,A
125,1,1107.9,444,A
131,4,1130.1,311,A
132,5,1160,332,A
132,15,1158.9,318.5,B
133,7,1160,260,A
133,12,1095.7,315.8,B
133,13,1170,381.7,B
134,10,1182,316,A
134,21,1182.5,317.2,C
135,6,1165.4,335.3,A
137,3,1145.8,293.8,A
141,9,1187.1,373.2,A
142,7,1152.1,244.6,A
145,14,1077.4,364.6,B
146,8,1150.6,382,A
146,15,1148.3,326.3,B
146,18,1147.6,381.9,B
157,13,1165.9,380.5,B
157,16,1011.4,280.4,B
160,2,1036.3,225.4,A
161,5,1145.8,365.8,A
161,6,1145.8,363.4,A
165,9,1185.2,375.6,A
175,8,1145.8,378.1,A
175,18,1133.6,380.9,B
177,15,1164.1,329.5,B
178,10,1177.6,313.6,A
178,21,1199.6,348.8,C
184,11,1167.8,235.2,B
185,16,1012,280,B
187,13,1158.8,380.5,B
188,14,1072.5,367.1,B
193,12,1068.9,336.6,B
194,1,1118.9,340.2,A
217,2,1011.4,207.1,A
217,3,1135.9,295.3,A
217,4,1122.6,308.4,A
217,5,1132.4,363.4,A
217,6,1136,336.8,A
217,7,1111.6,259.6,A
217,8,1122.8,380,A
217,9,1145.1,391.5,A
217,10,1158.6,316.7,A
217,11,1156.8,237.6,B
217,12,1062.8,325.6,B
217,13,1159,381,B
217,14,1067.6,350.6,B
217,15,1158,326.8,B
217,16,1004.1,268.1,B
217,17,1160.5,678.9,B
217,18,1122.8,376,B
217,21,1198.2,350.1,C
